Timestamp,version,question,text,Context1,Context2,Context3,Context4,Context5,Context6
2025-05-17 00:16:09,v1.1,What are the main things people code on their M2?,"The main things people code on their M2 include:

- Removing the iDrive disclaimer
- Enabling mirrors to fold in/out with door locking
- Setting halos to 100% brightness with headlights on
- Using taillights as Daytime Running Lights (DRLs)
- Activating Brake Force Lighting
- Enabling DVD in motion
- Operating windows up/down via the key fob
- Disabling seatbelt chimes
- Setting angel eye lights to full brightness at night
- Turning the radio off with one push or when the door is opened
- Turning on door handle lights in reverse
- Disabling climate control auto-on
- Enabling rear fog lights
- Removing fake engine noise (ASD Off)
- Displaying digital speed on the dashboard
- Video in motion to watch videos while the car is moving","about to buy an m2c (2020) manual...which software do you use to code? hopefully something that can be done with the phone.What are the most popular things to code? mdm? steering? folding mirrors?Post what you have done and what you would recommend. What to stay away from...

Not to be an A-hole but there is a search function and eventually you need to gain this knowledge yourself in order to implement it so your going to have to do some reading.In short you cant do MDM or Steering other than th",I thought it would be good to get everyone's feedback in one place on coding the M2.Some topics:* What coding have you done?* what coding worked well and what wasn't so.   good?* What accessories did you buy and what person or what company did you use?My M2 arrives in August (hopefully) so would be great to see what can be coded.   I know I want to code the drive in motion but not sure what other options there are for the M2I guess there will be other threads but didn't see one dedicated to only,I had the F80 M3 Comp and coded a few items on it is it the same coding for the M2 ?Just picked up a LBB dct yesterdayCheers Mark,"I have a new 2021 M2 Competition on order being built as we speak. I am trading in my 2016 M235i on this new car and wanted to ask for any recommendation for coding the car. I have done some on my M235i like the windows and sunroof and side mirrors opening and closing with the remote, angel eyes and digital speed on the dashboard. Wanted to know if there are some other cool features people are having coded? Also my new M2 Comp will be the DCT model, too much traffic in South Florida to have a cl","Hello Guys, need some help please.Just wondering if anyone has coded Easy Entry for the M2C and if so can you please share the detail?Thanks ever so much.","maintenance for the M2?  I know that is a loaded question because some will think just do what BMW recommends and others will believe (as I do) that factory-recommended maintenance intervals are underwhelming.  I think opinions across that spectrum will still be helpful to the rest of us who are new to M ownership.(3) There are already some terrific posts here and elsewhere about coding, how to do it and what functions some of you have already had recoded.http://f87.bimmerpost.com/forums/sho.."
2025-05-17 00:19:13,v1.1,Can the M2 play DVDs?,"Yes, the M2 can play DVDs. You can use the DVD/CD slot for media file playback, and the iDrive system will allow you to select and play the DVD content.","This might sound stupid but does the M2 have a hard drive for importing music, movies etc? Coming out of a MINI which has 20GB of storage.....but then the MINI does not have a DVD/CD player either.

iDrive music import has been available for a decade on all BMWs with iDrive. Don't know about an ability to store movies, but it will rip music CDs and copy/transcode most music file formats from media (CD/DVD/USB - flash/MTF).





Tano. Thanks for the info. GK","Does the M2 have an SD card slot for audio playback?   My current vehicle (MK7 GTI) has two; one for the Nav card, and an extra one I use for playing music files.When I look at the features on the website, I'm not finding anything specific about an SD card slot:http://www.bmwusa.com/Standard/Conte...s/default.aspx

iDrive wants USB or DVD/CD for media file playback. You can put the SD Card into a USB adapter, plug that in to the USB slot under the armrest, then on iDrive select Multimedia->USB, ","Does the M2 have an SD card slot for audio playback?   My current vehicle (MK7 GTI) has two; one for the Nav card, and an extra one I use for playing music files.When I look at the features on the website, I'm not finding anything specific about an SD card slot:http://www.bmwusa.com/Standard/Conte...s/default.aspx

iDrive wants USB or DVD/CD for media file playback. You can put the SD Card into a USB adapter, plug that in to the USB slot under the armrest, then on iDrive select Multimedia->USB, ","Does the M2 have an SD card slot for audio playback?   My current vehicle (MK7 GTI) has two; one for the Nav card, and an extra one I use for playing music files.When I look at the features on the website, I'm not finding anything specific about an SD card slot:http://www.bmwusa.com/Standard/Conte...s/default.aspx

iDrive wants USB or DVD/CD for media file playback. You can put the SD Card into a USB adapter, plug that in to the USB slot under the armrest, then on iDrive select Multimedia->USB, ","Does the M2 have an SD card slot for audio playback?   My current vehicle (MK7 GTI) has two; one for the Nav card, and an extra one I use for playing music files.When I look at the features on the website, I'm not finding anything specific about an SD card slot:http://www.bmwusa.com/Standard/Conte...s/default.aspx

iDrive wants USB or DVD/CD for media file playback. You can put the SD Card into a USB adapter, plug that in to the USB slot under the armrest, then on iDrive select Multimedia->USB, ","Does the M2 have an SD card slot for audio playback?   My current vehicle (MK7 GTI) has two; one for the Nav card, and an extra one I use for playing music files.When I look at the features on the website, I'm not finding anything specific about an SD card slot:http://www.bmwusa.com/Standard/Conte...s/default.aspx

iDrive wants USB or DVD/CD for media file playback. You can put the SD Card into a USB adapter, plug that in to the USB slot under the armrest, then on iDrive select Multimedia->USB, "
2025-05-17 00:21:11,v1.1,How do I enable video in motion?,"To enable video in motion on your M2, you can use coding tools like BimmerCode or E-Sys. Here are the steps you might follow:

1. **Backup Your Current Settings:** Always start by backing up your current vehicle coding settings. This is crucial in case you need to revert any changes.

2. **Using BimmerCode:**
   - Connect BimmerCode to your vehicle using a compatible OBD adapter.
   - Select the HU_NBT_EVO module (or similar, depending on your iDrive version).
   - Look for an option like `SPEEDLOCK_X_KMH` and set it to a high value like 255 km/h or disable it entirely.
   - Save the changes and exit. Test if video playback is available while the vehicle is in motion.

3. **Using E-Sys:**
   - Connect to your car using an ENET cable and launch E-Sys.
   - Load the HU_NBT_EVO module and look for parameters related to video in motion, such as `SPEEDLOCK_X_KMH`.
   - Modify the parameter to enable video playback at all speeds.
   - Save, write the changes to the car, and exit.

4. **Test the Functionality:** After coding, test the video in motion functionality to ensure it works as expected. Make sure to do this safely and ideally with a passenger, as watching video while driving can be distracting and unsafe.

Remember, while enabling video in motion can be useful for passengers, it's important to ensure that it does not distract the driver. Always prioritize safety while driving.","HiI've heard of video playback on older Idrive systems so I'm hoping nothing has changed with the M2.  Has anyone tried on the M2 yet?  I guess some coding might be required.Thanks for any tips

Pretty sure video playback is only available while stationary though.



You can also stream videos off USB","in HU_NBT_EVO) might overlap with menu access. Enabling these could potentially bypass the restriction, though they’re more about text input than menu navigation.### Does Enabling Video-in-Motion Help?Enabling video-in-motion is worth a shot, as it’s a low-risk experiment (assuming you back up your settings). If it doesn’t unlock the menu button, it at least confirms that the restriction is controlled separately. Many F87 owners code video-in-motion for passenger convenience without affecting ot","So I have had VIM as well as Video via USB coded since I got my car over a year ago. Only till a couple of days ago bumped into this ""Zoom"" display mode. Now I play all my music video clips in this zoom mode in full screen (almost).

Zoom mode on display? Can we zoom the back up camera to full screen also?","Hey folks,I'm trying to find an easy way to get the data recorded using the M laptimer overlayed with video footage.The most straight forward way would be to use the video function built-in the M laptimer app, with the phone camera, but I don't have the red video button in the app. Even im the new presentation video posted by BMW that button appears but not sure why I'm missing it. Video is enabled in the app settings and couldn't find anything else to configure besides that.The second option wa","Hello, yesterday i coding VIM in my M2C and try to download any video from youtube in 1920x1080 and 1280x768,but dont adjust all screen.Any trick or recommendation?Thank you friends!","allowing USB video or DVD at any speed).- While this primarily affects video functions, it *might* indirectly influence other lockouts, including the menu button, as some safety restrictions are bundled together in the software logic. However, there’s no guarantee, as the menu button restriction could be governed by a separate parameter.- Try enabling it (e.g., set `SPEEDLOCK_X_KMH` to a high value like 255 km/h or disable it entirely) and test if it unlocks the menu button. Back up your current"
2025-05-17 00:33:17,v1.1,How do I stream videos from USB?,"To stream videos from a USB on your M2, follow these steps:

1. **Prepare Your USB Drive:**
   - Format your USB drive to a compatible file system (FAT32 is commonly supported).
   - Copy the video files you want to play onto the USB drive. Ensure the video file format is supported by the iDrive system (common formats include MP4 and AVI).

2. **Insert the USB Drive:**
   - Plug the USB drive into the USB port in your M2. This is usually located in the center console or the glove compartment.

3. **Access Media Through iDrive:**
   - Use the iDrive controller to navigate to the ""Media"" or ""Media/Radio"" menu.
   - Select ""External devices,"" then choose the USB drive.
   - Browse through the files and select the video you want to play.

4. **Play the Video:**
   - The video should start playing on the iDrive screen. Remember, video playback might only be available while the vehicle is stationary, unless you have coded the system for video in motion.

These steps should help you enjoy video playback from a USB drive on your M2's iDrive system.","HiI've heard of video playback on older Idrive systems so I'm hoping nothing has changed with the M2.  Has anyone tried on the M2 yet?  I guess some coding might be required.Thanks for any tips

Pretty sure video playback is only available while stationary though.



You can also stream videos off USB","So i had some songs already imported onto the systemThen i added more songs using the same usb ,  but this time the songs got saved into another folder,  so now there are songs in lexmark and lexmark1 folderdoes anyone know how i can move the files and put them all into the same folder?? Anyone else had this issue happen?

I haven't run into this problem. Imported some stuff when I first got the car, but since then I just have my entire music collection on a USB stick that stays plugged in. Same","So I have had VIM as well as Video via USB coded since I got my car over a year ago. Only till a couple of days ago bumped into this ""Zoom"" display mode. Now I play all my music video clips in this zoom mode in full screen (almost).

Zoom mode on display? Can we zoom the back up camera to full screen also?","arts download from the very start.  Although it would ignore the already downloaded files, it wastes a lot of time going from file to file to find out it has already been downloaded.Note:1. there is the part from Nezil's script that allows variable IP address (obtaining from router), but I always have the router set to give my Blackvue a fixed IP address.2. I am not a programmer but learnt everything from here and other forums3. Blackvue DR900S is really good.  (Thank you Blackvue)  I have Unifi","I know some people think a USB HD won't work in the car and that it can't play WAV files. This is demo of my second USB 1tb HD, a Western Digital 1tb USB HD. The original Oyen 1tb drive that I have been using in the car(s) since 2011 has died after 5+ years. I have used USB HD's in 3 BMW's from a 2008 E90 non-iDrive thru 2017 F87.While I don't have screen shots showing the files are FLAC or WAV, you can take my word on it until the next time I get the HD out of the car and plug it into the compu","I cant figure this one out and the only dumb question is one that is not asked, right ? I have a USB thumb drive with a ton of music on it. How do I get the Audio System to play random artists and random songs ? I see where I can shuffle songs within an artist or album, but cannot find Total Randomness..........suggestions ?    thanks



Hi cbmmm3I had a similar thing & iirc you select ""Tracks"" from the left hand side idrive menu within media.It will now play all the music tracks on the USB driv"
2025-05-17 01:37:52,v1.1,what is the wheelbase of the M2,The wheelbase of the BMW F87 M2 is 2693mm.,"Since its launch, we’ve been receiving inquiries from M2 owners searching for the ideal wheel fitment to use at the track. It quickly became clear that the right fitment was not available unless you commissioned custom wheels. The goal of this thread is to help measure if there is enough demand to warrant producing M2 specific track wheels.Although the M2 shares many components with the M3/M4, fender clearances are very different. Unique offsets are required to get an ideal fitment. There are a ","modifications.We referenced our existing 18 wheel specifications created for the standard M2 (18x9.5 ET28 / 18x10.5 ET40), and after much discussion and research, have decided to make a small change to the rear wheel offset that youll appreciate. Many M2 enthusiasts expressed concern with rear fender clearance especially with tire models that run wide. Since our mission was to provide M2 Competition owners with 19 wheel solutions that properly accommodated popular track and race tire compou","modifications.We referenced our existing 18 wheel specifications created for the standard M2 (18x9.5 ET28 / 18x10.5 ET40), and after much discussion and research, have decided to make a small change to the rear wheel offset that youll appreciate. Many M2 enthusiasts expressed concern with rear fender clearance especially with tire models that run wide. Since our mission was to provide M2 Competition owners with 19 wheel solutions that properly accommodated popular track and race tire compou","driver's preferences.With the recent launch of two new stronger/lighter designs, we've modeled out both the SM-10 and FL-5 to see what they'd look like installed. Weights would range from 20-21 pounds depending on size/design.Since the M2 is a limited production model we could only make this unique fitment available in one of the two designs. We need your feedback and help to pick the design, and confirm if this is a project we should commit to.Why 9.5” ET28?We already offer 18x9.5” wheels in 22","Could you guys provide some front and rear measurements? It would be great to see a couple responses for confirmation.I believe the correct way to do this is center of the wheel to the top of the wheel arch. Also, from floor to top of the wheel arch on OE tires would be great to know, as well.I forgot to measure this before I changed my suspension.Thank you!





AFAIK, F87 M2 OEM stock ride height (OEM suspension, wheels, tires, tire-pressure and of course without shipping blocks):front wheels:","New to M2 ownership. Any idea if the wheels off of other BMW's will fit M2's?

M2/3/4 came with exactly the same 437M wheels except our tires are 10mm narrower







any picture of anyone actually installed m3/m4 wheels on m2 ?"
2025-05-17 01:38:45,v1.1,what is the USA total production numbers  the M2 competition,The information you requested about the USA total production numbers for the M2 Competition is not available in the posts provided. You might want to check other sources or official BMW production data for this information.,"M2 Competition (Sep 27, 2018 test - Germany):439.3 hpoutput and615.6 Nmtorque.Official values: 410 hp and 550 Nm.

certainly gives some street cred to the ""competition"" part of the badge!","M2 Competition (Sep 27, 2018 test - Germany):439.3 hpoutput and615.6 Nmtorque.Official values: 410 hp and 550 Nm.

certainly gives some street cred to the ""competition"" part of the badge!","M2 Competition (Sep 27, 2018 test - Germany):439.3 hpoutput and615.6 Nmtorque.Official values: 410 hp and 550 Nm.

certainly gives some street cred to the ""competition"" part of the badge!","M2 Competition (Sep 27, 2018 test - Germany):439.3 hpoutput and615.6 Nmtorque.Official values: 410 hp and 550 Nm.

certainly gives some street cred to the ""competition"" part of the badge!","M2 Competition (Sep 27, 2018 test - Germany):439.3 hpoutput and615.6 Nmtorque.Official values: 410 hp and 550 Nm.

certainly gives some street cred to the ""competition"" part of the badge!","M2 Competition (Sep 27, 2018 test - Germany):439.3 hpoutput and615.6 Nmtorque.Official values: 410 hp and 550 Nm.

certainly gives some street cred to the ""competition"" part of the badge!"
2025-05-17 03:15:30,v1.1,How can i tell if my 2018 m2 has the executive package?,"To determine if your 2018 BMW M2 has the Executive Package, you can look for specific features that are included in this package. The Executive Package (ZEC) for the BMW M2 includes:

- Heated steering wheel
- Adaptive Full LED Headlights
- Automatic High Beams
- Wireless Charging
- WiFi Hotspot
- Speed Limit Info

If your M2 has these features, it likely has the Executive Package.","I love to dig through Dealerspeed. Those who are un-familiar with it, it's BMWs way of communicating information, as well as tests and other resources to their dealerships and sales teams.Now we know what options are included with the M2 comp. But something grabbed my eye with this latest sheet I looked at.I always like to stay up to date with BMW things, I've never heard of 788 style wheels, Can we assume they are the currently known M2 Comp wheels we've seen? Obviously are choices are 437M whe","I searched, but couldn’t find this anywhere. I just noticed that my camera isn’t full screen, but could have sworn it was. I don’t have the Executive Package on my 2018 M2 LCI. I think that I tried every option on the screen and toggling the iDrive Controller in seemingly every which way while my car was in reverse. Can LCI folks remind me if the cam is fullscreen or clipped like I photographed? Thanks.

*following*



It is chopped on mine with Executive package.  The left side of the screen sh","Was just wondering if there's a way to code in blind spot detection through idrive without executive package on LCI M2. I've been spoiled by having it on my current dd so I'd like to have it on my next car too. Appreciate the help guys.

There is no blind spot monitoring in the M2 LCI, even with the executive package.



lol thought i missed something , with blind spot warning","Hey guys, I have a German spec 2017 M2 with drivers package and professional nav (I think)I have been looking through menus but cant seem to find how to enable speed limit info in the maps. The car doesnt have a camera to read the speed limit signs, but if frequently updates map data and I would think it should be able to display it based on that.Do I not have that feature or am I just ignorant on how to enable it?

If I remember right, you need the Executive package to get the speed limit inf","Featured onBIMMERPOST.comUPDATED WHENEVER NEW INFO IS MADE AVAILABLE  FEEL FREE TO SUGGEST///M Performance Parts for the M2 - Parts numberspart # 18 30 2 412 432 = exhaust system (stainless steel) (aka ""MPE"")part # 18 30 2 414 896 = exhaust system remote control + cupholder remote holder (included with MPE)part # 18 30 2 358 111 = titanium exhaust tips [F80 M3 | F82 M4]part # 18 30 2 358 110 = CF exhaust tips [F80 M3 | F82 M4]part # 51 19 2 361 666 = CF diffuserpart # 32 30 2 413 015 = steering","Hey all!Looking for a 2016-2018 BMW M2 in LBB with a 6 speed manualSend me what you got!

OP, saw some of your other posts and looks like you have good knowledge of how to accurately arrive at fair market private/dealer retail value. Please share how to do this using any random sample out there for sale in the used car market and publicly available tools. I don't have access to dealer tools like MMR and what not. I am also looking like you except for 2018 only since need sunroof. Another new twi"
2025-05-17 03:17:03,v1.1,Were there any special editions of the 2018 m2?,"No, there were no special editions of the 2018 M2 mentioned in the provided forum posts.","I love to dig through Dealerspeed. Those who are un-familiar with it, it's BMWs way of communicating information, as well as tests and other resources to their dealerships and sales teams.Now we know what options are included with the M2 comp. But something grabbed my eye with this latest sheet I looked at.I always like to stay up to date with BMW things, I've never heard of 788 style wheels, Can we assume they are the currently known M2 Comp wheels we've seen? Obviously are choices are 437M whe","Does BMW offer different brake options for the 2019 M2C? Is it true that you can order them with larger, 6 piston front brakes or do those come standard on the 2019 M2C?Thanks!



So all of the M2C for 2019 include the 6 piston front brakes?Are there any options that they come with that are a must for a track car?","for round five of the VLN Endurance Championship at the Nürburgring (GER) on 3rd August 2019.The BMW M2 Competition is setting fresh benchmarks in the compact high-performance sports car segment. Its powered by a six-cylinder in-line engine with M TwinPower Turbo Technology, based on the power unit from the BMW M3/M4, with three-litre cubic capacity, delivering 410 bhp with a peak torque of 550 Nm.Creating a race version of this model was a logical step.Furthermore, the Customer Racing service ","Does the M2 have one?  Has anybody removed it or modded it?  In some cars it can be a great mod...

Doesn't have one

No CDV, but I would highly recommend the BMS clutch stop due to long pedal travel.



Quote:1' F20   (11/2011 — 02/2015)1' F20 LCI   (06/2014 — 08/2018)1' F21   (12/2011 — 02/2015)1' F21 LCI   (07/2014 — 08/2018)2' F22   (10/2012 — 06/2017)2' F22 LCI   (09/2016 — 08/2018)2' F87 M2   (11/2014 — 06/2017)2' F87 M2 LCI   (09/2016 — 08/2018)2' F23   (03/2014 — 06/2017)2' F23 LCI   (10","Hey all!Looking for a 2016-2018 BMW M2 in LBB with a 6 speed manualSend me what you got!

OP, saw some of your other posts and looks like you have good knowledge of how to accurately arrive at fair market private/dealer retail value. Please share how to do this using any random sample out there for sale in the used car market and publicly available tools. I don't have access to dealer tools like MMR and what not. I am also looking like you except for 2018 only since need sunroof. Another new twi","Anyone know if there are any recalls for 2018 M2?



I didn't recieve any recall notices but when I brought my 18 in for the 1200 mile service they did a software update regarding the dash even though I didn't have any problems.  It automatically printed on the work order when I brought the car in.  Took an additional few hours according to my SA.  This was just last Saturday."
2025-05-17 03:18:36,v1.1,What are the number breakdowns for the f87 m2?,"I don't have specific number breakdowns for the F87 M2 from the provided posts. If you need detailed production numbers or sales figures, you might want to check official BMW resources or automotive sales data websites.",".  And the F87 is not hard to manage when it does step out - pretty friendly track manners for sure.Both can absolutely shine as dual duty cars as well if the plan is to keep it streetable.  They also do not need a ton of mods in order to achieve a very quick pace -Project 223 M2C Build- this was our exact goal with the first phase of our M2C build.  Our custom spec Nitron R1 singles, Bend Calibration tune & flex fuel, Wagner intercooler, & AP brakes and we were already clear on the 2nd quickest","ARM Motorsports F87 M2C M3 M4 DOWNPIPESHIGHLIGHTS Up to +30whp / 30wtq Enhanced Exhaust Note 304 Stainless Steel Improved Turbo SpoolPROFILEThe ARM F87 M2 Competition Downpipes are the ultimate solution for improving power, throttle response, and exhaust note on your S55 powered F87 M2 Competition. Our goal for the ARM F87 M2 Competition Downpipes was to provide a solution that would maximize power and torque, fit perfectly, and sound extraordinary.Catless downpipes are considered a standard","Featured onBIMMERPOST.comUPDATED WHENEVER NEW INFO IS MADE AVAILABLE  FEEL FREE TO SUGGEST///M Performance Parts for the M2 - Parts numberspart # 18 30 2 412 432 = exhaust system (stainless steel) (aka ""MPE"")part # 18 30 2 414 896 = exhaust system remote control + cupholder remote holder (included with MPE)part # 18 30 2 358 111 = titanium exhaust tips [F80 M3 | F82 M4]part # 18 30 2 358 110 = CF exhaust tips [F80 M3 | F82 M4]part # 51 19 2 361 666 = CF diffuserpart # 32 30 2 413 015 = steering",illuminated door sill cover strip (LED) - BMWpart # 63 31 2 414 105 +  63 31 2 413 538 = LED door projector + BMW logo slides - left hand and right hand sidepart # 63 31 2 414 105 + 63 31 2 413 539 = LED door projector + ///M logo slides - left hand and right hand sidepart # 51 95 2 405 467 = action-cam bracket - trackfix GoPro cameraspart # 61 43 2 365 115 = drive analyser iOSpart # 61 43 2 365 116 = drive analyser Androidpart # 82 29 2 355 518 = key fob casepart # 82 15 2 350 053 = car cover -,ITMENT GUIDEMake Model Submodel EngineBMW F80 M3 S55 3.0LBMW F82 M4 S55 3.0LBMW F83 M4 S55 3.0LBMW F87 M2 Competition S55 3.0LARM Motorsports F87 M2C M3 M4 EXHAUST TIPSHIGHLIGHTS Fits OEM and Aftermarket Diffusers 304 Stainless Steel Direct Bolt-On ARM Lifetime WarrantyPROFILEThe ARM F87 M2 Competition Exhaust Tips give your M2 a stunning modified look that installs in minutes and is backed by the ARM Limited Lifetime Warranty. The large 90mm ARM M2 Exhaust Tips dwarf the small tame look of ,"Featured onBIMMERPOST.comInteresting... White dials with red needles on the instrument cluster? I thought it was confirmed red?

Great stuff! Thanks for sharing!





Tech manual describes the M2's turbo as ""TwinScroll Turbo"", whereas the BMW website says ""M TwinPower Turbo"" (http://www.bmw.com/com/en/newvehicle...oom/index.html).

24 lbs of interior sound deadening material removed compared to the 235i. Good, we'll be able to hear the N55, which is a great sounding motor, a lot better.Please, n"
2025-05-17 03:19:26,v1.1,What is faster? A 2018 m2 or an e60 m5?,"The information provided does not include specific acceleration or performance data comparing the 2018 M2 to an E60 M5. Therefore, I cannot determine which car is faster based on the posts available.",How FAST can a BMW M2 HIT 60MPH! *NEW Michelin PS4s,"can run 18's and oem brakes that don't require caliper removal to change pads. Plus being lighter it won't eat up tires as fast. Just have to ok with the power decrease vs s55. Although if you just FBO you can up to m2c stock up and more torque.





I had an f80 in the past and now have an OG m2 f87.  While the m2 is down on power a bit compared to my old m3, the lighter weight and shorter wheelbase make up for it on track.I chose OG over Comp due to it being lighter weight overall, ease of cha","Debating on trading my 2017 base modell M2 in for a 2020 M2. Is the motor that much more with basic bolt on's ? Is it that much better than what i already have ?  Love the bigger brakes and ride actual feels smoother tooHelp







Overall improvements compared to the OG M2 are interesting but maybe not enough to think about the trade. The real breakthrough is the engine, totally another league, it is enough to make it worth it. Then, add all the rest (seats, mirrors, chassis, brakes etc.)

100%","’t be enough to hang?

- charge-pipe- down-pipe- intercooler- BM3I'm honestly thinking that will get you respect, if not the win.You already know that the biggest issue is the stock turbo, so addressing that along with the fuel issue will change things dramatically.The thing is though, there is always someone faster, and doing just the standard bolt-on's will get you the respect, and maintain the stock driveability, so that's what I'd do if I were you.

Added the Dinan P2 turbo, intercooler, exh","FULL LAP WITH MY M2The M2 is fast, more powerful, has a lot of grip...and with the Endless ME-20 brake pads the brakes are really good on track (zero fade, no vibration, good byte, good modulation, not hard on the discs, low wearing pads). But after 10x Nurburgring laps and the back to back test (M2 vs Z4M) I came to the conclusion that I have more fun, more thrills, more driving sensation, more sense of speed when driving my Z4M on the Nurburgring. It felt so easy in the M2 and the sensation of","end of the factory warranty.So what are your thoughts on this? Why one over the other?THXHAZMAT

Fuel pump in the N55 tends to be the limitation to 400+ power.

Q for you... for HDPE do you really need 600hp on a 3k lb car?  Its not a straight course right? If you can get the n55 bear 500ish feels like it would suffice? Plus you could lightEn up the car a smidge.Granted you need to solve the fueling issue and possibly upgrade to a bigger turbo for reliability to get to the 500 range.



Has it "
2025-05-17 04:22:15,v1.1,What do you think about M3SQRD?,"I don't have any specific information about M3SQRD from the posts you provided. If you have any other questions or need information on a different topic, feel free to ask!",Seems like MHD is popular among the M3/M4 and Supra Folks. Apps user interface is very good and your actual map is downloaded onto your device unlike BM3 it is stored on the cloud and many folks say its a generic map that is stored and not your vehicles OEM map.Main reason the transition to MHD from BM3 is when you flash back to stock CALID and CVN numbers match your original maps numbers. These two numbers are used to determine tampering. BM3s when you flash back to stock your numbers remain ,"change things up?







I'm thinking of trying the Raceseng Circuit Sphere. Anyone else using it?","Pretty simple question, what tuning platform would you guys prefer and why? I had mhd on my ST 135, haven't dealt with BM3

MHD if i were in Europe, BM3 in the rest of the world.







Bootmod3 offers more power, features and is faster.Its also always first to come out with new updates

Quote:Based on the information about your vehicle, a basemap will be created and sent to you by e-mail. If further points are considered when loading the basemap, it will be described in the e-mail with the base",Does anyone know what the following code means?I'm running BM3 S1 with VRSF sports cat,"Just curious how the stock stereo system sounds?I know that's very subjective, but I haven't seen any comments about it.

I'm liking it a lot.   SA set it up for me when I took delivery and love how it automatically syncs to your Itunes.

It's not bad. It does not have eq control only bass/treble so your limited on adjustments. I find fm and satellite radio to sound poor. Far to much compression in the satellite radio stream to sound good to my ears. I find the Amazon music app to stream some of",customers) significantly improves SQ.Info's in this thread:http://f80.bimmerpost.com/forums/sho....php?t=1322442
2025-05-17 18:20:03,v1.1,What’s the best m2 to buy OG or comp?,"Based on the discussions and experiences shared in the Bimmerpost F87 M2 forums, the choice between an OG M2 and an M2 Competition (M2C) depends on your priorities and how you intend to use the car.

If you are focused on track performance and potentially competing, the M2 Competition might be the better choice. It offers more power and better heat management, which is crucial for longer sessions on the track. The M2C's S55 engine is more capable of handling upgrades without suffering from heat issues compared to the OG M2's N55 engine.

However, if you value the driving experience and the balance and nimbleness of the car, the OG M2 provides a lot of joy and satisfaction, especially on tracks that are not power sensitive. It is also noted to be quite enjoyable and continues to be a rewarding car as you improve your driving skills.

Ultimately, the decision should be based on what you value more in your driving experience and how you plan to use the car. Both models have their merits, and your personal preference for either performance or driving enjoyment will guide your choice.",than the comp.  And with moving to another hot climate (also adding humidity to the mix) that will not get any better here.  And if you plan to compete I do not see a case where an OG can out pace a comp no matter how the rules are set up.  If you can live with the power being pulled though then the OG is a pure joy to drive with how nimble and balanced it is.  And on tracks that are not power sensitive it can absolutely shine.  Even at that though if planning to compete I would still strongly c,".

M2C on the track.  I've driven one but own an OG.Faster? YesMore reliable? Probably.  More so if you are running >10-15 minutes per session where cooling might be a concern with the N55.More enjoyable?  Meh.  Depends how you define enjoyable.If enjoyable to you is focussed on absolute numbers for lap times and the ability to go faster than other people then the M2C will move your enjoyment factor up a notch.  But as an ""early intermediate"" track day driver, I'm yet to get the best out of my O","I can buy a M performance diffusor from a competition but i wonder of it fits my OG M2?

Yes, same.

Tnx 👍","I found some coilovers for sale that were taken off off an OG M2 and I was curious if these would work on the M2 Comp?

Edit: They are compatible but the top hats are different.. but some coilovers will allow the use of the stock tophats.","Might be a really obvious question, but would a M2 Competition grill fit an OG M2 LCI? Want to make sure before being stupid and buying one and realising it won't fit after.Since posting this I messaged a seller on Ebay who advised me it won't fit because the M2 Comp bumper is a different shape to the OG. Is this true?

Um, yeah, that won't work at all.  They might as well be different cars.  You either haven't looked at them at all, or you're a bot.



Ive only been in the M2 community for a y","Those original 2016 M2 owners who have upgraded their turbo here's my question for you: have you found it worth the while for daily driving or track use? My mods are bm3, Wagner IC, akra exhaust, charge pipe and 200 cell downpipe. Appreciate your inputs!

I upgraded my OG M2 when I had it with Dinan big turbo setup alongside having full bolt on. Some decent power but if I had to do it again I would if gone with pure. Ultimately I don't think it was worth it for me. I know have a M2C












"
